PropLocation,Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"33 BARTHOLDI AVE.        ","33 BARTHOLDI AVE.","Jersey City",NJ,40.694102,-74.094606,1,rooftop,33,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"31 BARTHOLDI AVE.        ","31 BARTHOLDI AVE.","Jersey City",NJ,40.694059,-74.094567,1,rooftop,31,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"29 BARTHOLDI AVE.        ","29 BARTHOLDI AVE.","Jersey City",NJ,40.694009,-74.094519,1,rooftop,29,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"27 BARTHOLDI AVE.        ","27 BARTHOLDI AVE.","Jersey City",NJ,40.693953,-74.094467,1,rooftop,27,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"25 BARTHOLDI AVE.        ","25 BARTHOLDI AVE.","Jersey City",NJ,40.693898,-74.094416,1,rooftop,25,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"21 BARTHOLDI AVENUE      ","21 BARTHOLDI AVENUE","Jersey City",NJ,40.693785,-74.09431,1,rooftop,21,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 BARTHOLDI AVE         ","19 BARTHOLDI AVE","Jersey City",NJ,40.693725,-74.094253,1,rooftop,19,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 BARTHOLDI AVE.        ","17 BARTHOLDI AVE.","Jersey City",NJ,40.693668,-74.094201,1,rooftop,17,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 BARTHOLDI AVE.        ","15 BARTHOLDI AVE.","Jersey City",NJ,40.693617,-74.094153,1,rooftop,15,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 BARTHOLDI AVE.        ","13 BARTHOLDI AVE.","Jersey City",NJ,40.693564,-74.094104,1,rooftop,13,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 BARTHOLDI AVE.        ","11 BARTHOLDI AVE.","Jersey City",NJ,40.693508,-74.094051,1,rooftop,11,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"116 WINFIELD AVE.        ","116 WINFIELD AVE.","Jersey City",NJ,40.693198,-74.094502,1,rooftop,116,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"118 WINFIELD AVE.        ","118 WINFIELD AVE.","Jersey City",NJ,40.693256,-74.094552,1,rooftop,118,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"120 WINFIELD AVE.        ","120 WINFIELD AVE.","Jersey City",NJ,40.693313,-74.094602,1,rooftop,120,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"124 WINFIELD AVE.        ","124 WINFIELD AVE.","Jersey City",NJ,40.693394,-74.094672,1,rooftop,124,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"126 WINFIELD AVE.        ","126 WINFIELD AVE.","Jersey City",NJ,40.69348,-74.094746,1,rooftop,126,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"128 WINFIELD AVE.        ","128 WINFIELD AVE.","Jersey City",NJ,40.693541,-74.0948,1,rooftop,128,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"130 WINFIELD AVE.        ","130 WINFIELD AVE.","Jersey City",NJ,40.693599,-74.09485,1,rooftop,130,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"138 WINFIELD AVE.        ","138 WINFIELD AVE.","Jersey City",NJ,40.693824,-74.095046,1,rooftop,138,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"140 WINFIELD AVE.        ","140 WINFIELD AVE.","Jersey City",NJ,40.693876,-74.095092,1,rooftop,140,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"150 OLD BERGEN RD.       ","150 OLD BERGEN RD.","Jersey City",NJ,40.694596,-74.094659,1,rooftop,150,"Old Bergen Rd","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"152 OLD BERGEN ROAD      ","152 OLD BERGEN ROAD","Jersey City",NJ,40.694677,-74.094582,1,rooftop,152,"Old Bergen Rd","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"156 OLD BERGEN RD.       ","156 OLD BERGEN RD.","Jersey City",NJ,40.694757,-74.094503,1,rooftop,156,"Old Bergen Rd","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"158 OLD BERGEN RD.       ","158 OLD BERGEN RD.","Jersey City",NJ,40.694813,-74.094449,1,rooftop,158,"Old Bergen Rd","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"160 OLD BERGEN RD.       ","160 OLD BERGEN RD.","Jersey City",NJ,40.694864,-74.094399,1,rooftop,160,"Old Bergen Rd","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"162 OLD BERGEN           ","162 OLD BERGEN","Jersey City",NJ,40.694929,-74.094277,1,rooftop,162,"Old Bergen Rd","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"145 PEARSALL AVE.        ","145 PEARSALL AVE.","Jersey City",NJ,40.694704,-74.094077,1,rooftop,145,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"143 PEARSALL AVE.        ","143 PEARSALL AVE.","Jersey City",NJ,40.694647,-74.094026,1,rooftop,143,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"141 PEARSALL AVE.        ","141 PEARSALL AVE.","Jersey City",NJ,40.69459,-74.093976,1,rooftop,141,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"139 PEARSALL AVE.        ","139 PEARSALL AVE.","Jersey City",NJ,40.694533,-74.093925,1,rooftop,139,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"137 PEARSALL AVE.        ","137 PEARSALL AVE.","Jersey City",NJ,40.694476,-74.093874,1,rooftop,137,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"135 PEARSALL AVE.        ","135 PEARSALL AVE.","Jersey City",NJ,40.694419,-74.093824,1,rooftop,135,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"133 PEARSALL AVE         ","133 PEARSALL AVE","Jersey City",NJ,40.694334,-74.093748,1,rooftop,133,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"129 PEARSALL AVE.        ","129 PEARSALL AVE.","Jersey City",NJ,40.69422,-74.093647,1,rooftop,129,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"125 PEARSALL AVE.        ","125 PEARSALL AVE.","Jersey City",NJ,40.694136,-74.093572,1,rooftop,125,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"123 PEARSALL AVE.        ","123 PEARSALL AVE.","Jersey City",NJ,40.69408,-74.093522,1,rooftop,123,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"121 PEARSALL AVE.        ","121 PEARSALL AVE.","Jersey City",NJ,40.694024,-74.093472,1,rooftop,121,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"119 PEARSALL AVE.        ","119 PEARSALL AVE.","Jersey City",NJ,40.693968,-74.093422,1,rooftop,119,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"117 PEARSALL AVE.        ","117 PEARSALL AVE.","Jersey City",NJ,40.693912,-74.093373,1,rooftop,117,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"12 BARTHOLDI AVE.        ","12 BARTHOLDI AVE.","Jersey City",NJ,40.693614,-74.093863,1,rooftop,12,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"14 BARTHOLDI AVE.        ","14 BARTHOLDI AVE.","Jersey City",NJ,40.69366,-74.093905,1,rooftop,14,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"16 BARTHOLDI AVE.        ","16 BARTHOLDI AVE.","Jersey City",NJ,40.693696,-74.093939,1,rooftop,16,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"18 BARTHOLDI AVE.        ","18 BARTHOLDI AVE.","Jersey City",NJ,40.693731,-74.093972,1,rooftop,18,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"20 BARTHOLDI AVE.        ","20 BARTHOLDI AVE.","Jersey City",NJ,40.693767,-74.094005,1,rooftop,20,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"22 BARTHOLDI AVE.        ","22 BARTHOLDI AVE.","Jersey City",NJ,40.693803,-74.094039,1,rooftop,22,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"24 BARTHOLDI AVE.        ","24 BARTHOLDI AVE.","Jersey City",NJ,40.693838,-74.094072,1,rooftop,24,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"26 BARTHOLDI AVE.        ","26 BARTHOLDI AVE.","Jersey City",NJ,40.693874,-74.094106,1,rooftop,26,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"28 BARTHOLDI AVE.        ","28 BARTHOLDI AVE.","Jersey City",NJ,40.69391,-74.094139,1,rooftop,28,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"30 BARTHOLDI AVE.        ","30 BARTHOLDI AVE.","Jersey City",NJ,40.693945,-74.094172,1,rooftop,30,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"32 BARTHOLDI AVE.        ","32 BARTHOLDI AVE.","Jersey City",NJ,40.693986,-74.09421,1,rooftop,32,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"34 BARTHOLDI AVE.        ","34 BARTHOLDI AVE.","Jersey City",NJ,40.694041,-74.094261,1,rooftop,34,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"36 BARTHOLDI AVE.        ","36 BARTHOLDI AVE.","Jersey City",NJ,40.694103,-74.09432,1,rooftop,36,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"38 BARTHOLDI AVE.        ","38 BARTHOLDI AVE.","Jersey City",NJ,40.694163,-74.094375,1,rooftop,38,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"40 BARTHOLDI AVE.        ","40 BARTHOLDI AVE.","Jersey City",NJ,40.694218,-74.094428,1,rooftop,40,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"42 BARTHOLDI AVE.        ","42 BARTHOLDI AVE.","Jersey City",NJ,40.694274,-74.09448,1,rooftop,42,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"44 BARTHOLDI AVE.        ","44 BARTHOLDI AVE.","Jersey City",NJ,40.69433,-74.094532,1,rooftop,44,"Bartholdi Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"170 OLD BERGEN RD.       ","170 OLD BERGEN RD.","Jersey City",NJ,40.695201,-74.094081,1,rooftop,170,"Old Bergen Rd","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"149 LEMBECK AVE.         ","149 LEMBECK AVE.","Jersey City",NJ,40.695412,-74.093902,1,rooftop,149,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"147 LEMBECK AVE.         ","147 LEMBECK AVE.","Jersey City",NJ,40.695355,-74.093792,1,rooftop,147,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"145 LEMBECK AVE.         ","145 LEMBECK AVE.","Jersey City",NJ,40.695311,-74.093748,1,rooftop,145,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"143 LEMBECK AVE.         ","143 LEMBECK AVE.","Jersey City",NJ,40.695256,-74.093692,1,rooftop,143,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"141 LEMBECK AVE.         ","141 LEMBECK AVE.","Jersey City",NJ,40.695198,-74.093634,1,rooftop,141,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"139 LEMBECK AVE.         ","139 LEMBECK AVE.","Jersey City",NJ,40.695144,-74.093579,1,rooftop,139,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"135-137 LEMBECK AVE.     ","135-137 LEMBECK AVE.","Jersey City",NJ,40.695049,-74.093496,1,rooftop,137,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"131 LEMBECK AVE.         ","131 LEMBECK AVE.","Jersey City",NJ,40.694965,-74.093398,1,rooftop,131,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"129 LEMBECK AVE.         ","129 LEMBECK AVE.","Jersey City",NJ,40.694879,-74.093311,1,rooftop,129,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"125 LEMBECK AVE.         ","125 LEMBECK AVE.","Jersey City",NJ,40.694804,-74.093235,1,rooftop,125,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"123 LEMBECK AVE.         ","123 LEMBECK AVE.","Jersey City",NJ,40.694742,-74.093172,1,rooftop,123,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"121 LEMBECK AVE.         ","121 LEMBECK AVE.","Jersey City",NJ,40.694675,-74.093105,1,rooftop,121,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"119 LEMBECK AVE.         ","119 LEMBECK AVE.","Jersey City",NJ,40.69461,-74.093039,1,rooftop,119,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"117 LEMBECK AVE.         ","117 LEMBECK AVE.","Jersey City",NJ,40.694556,-74.092985,1,rooftop,117,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"115 LEMBECK AVE.         ","115 LEMBECK AVE.","Jersey City",NJ,40.694477,-74.092905,1,rooftop,115,"Lembeck Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"124 PEARSALL AVE.        ","124 PEARSALL AVE.","Jersey City",NJ,40.694225,-74.093368,1,rooftop,124,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"126 PEARSALL AVENUE      ","126 PEARSALL AVENUE","Jersey City",NJ,40.694408,-74.093252,1,rooftop,126,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"130 PEARSALL AVE.        ","130 PEARSALL AVE.","Jersey City",NJ,40.694417,-74.093539,1,rooftop,130,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"132 PEARSALL AVE.        ","132 PEARSALL AVE.","Jersey City",NJ,40.694495,-74.093608,1,rooftop,132,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"136 PEARSALL AVE.        ","136 PEARSALL AVE.","Jersey City",NJ,40.694572,-74.093677,1,rooftop,136,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"138 PEARSALL AVE.        ","138 PEARSALL AVE.","Jersey City",NJ,40.694643,-74.09374,1,rooftop,138,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"140 PEARSALL AVE.        ","140 PEARSALL AVE.","Jersey City",NJ,40.694708,-74.093798,1,rooftop,140,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"142 PEARSALL AVE.        ","142 PEARSALL AVE.","Jersey City",NJ,40.694765,-74.093848,1,rooftop,142,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"144 PEARSALL AVE.        ","144 PEARSALL AVE.","Jersey City",NJ,40.694822,-74.093899,1,rooftop,144,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"146 PEARSALL AVE.        ","146 PEARSALL AVE.","Jersey City",NJ,40.694878,-74.093949,1,rooftop,146,"Pearsall Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"104 OCEAN AVE.           ","104 OCEAN AVE.","Jersey City",NJ,40.692158,-74.094664,1,rooftop,104,"Ocean Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"106 OCEAN AVE.           ","106 OCEAN AVE.","Jersey City",NJ,40.6922,-74.094613,1,rooftop,106,"Ocean Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"118 OCEAN AVE.           ","118 OCEAN AVE.","Jersey City",NJ,40.692521,-74.094225,1,rooftop,118,"Ocean Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"85 WINFIELD AVE.         ","85 WINFIELD AVE.","Jersey City",NJ,40.692284,-74.09352,1,rooftop,85,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"83 WINFIELD AVE.         ","83 WINFIELD AVE.","Jersey City",NJ,40.692227,-74.093472,1,rooftop,83,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"81 WINFIELD AVE.         ","81 WINFIELD AVE.","Jersey City",NJ,40.69214,-74.0934,1,rooftop,81,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"77 WINFIELD AVE.         ","77 WINFIELD AVE.","Jersey City",NJ,40.692053,-74.093327,1,rooftop,77,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"75 WINFIELD AVE.         ","75 WINFIELD AVE.","Jersey City",NJ,40.691994,-74.093278,1,rooftop,75,"Winfield Ave","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
